STATION,NAME,DATE,AWND,AWND_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES
USW00013960,"DALLAS FAA AIRPORT, TX US",9/23/2020,6.71,",,W",0.01,",,W,2400",0,",,W",0,",,W",68,"H,,S",73,",,W",64,",,W",350,",,W",340,",,W",13,",,W",17,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",9/24/2020,6.04,",,W",0,",,W,2400",0,",,W",0,",,W",71,"H,,S",79,",,W",65,",,W",360,",,W",10,",,W",12.1,",,W",16.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",9/25/2020,6.71,",,W",0,",,W,2400",0,",,W",0,",,W",71,"H,,S",84,",,W",63,",,W",150,",,W",140,",,W",14.1,",,W",19.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",9/26/2020,10.96,",,W",0,",,W,2400",0,",,W",0,",,W",76,"H,,S",89,",,W",66,",,W",170,",,W",140,",,W",17,",,W",25.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",9/27/2020,12.3,",,W",0,"T,,W,2400",0,",,W",0,",,W",80,"H,,S",90,",,W",70,",,W",360,",,W",350,",,W",23.9,",,W",45,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",9/28/2020,12.3,",,W",0,"T,,W,2400",0,",,W",0,",,W",72,"H,,S",79,",,W",58,",,W",340,",,W",20,",,W",25.9,",,W",38,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",9/29/2020,5.59,",,W",0,",,W,2400",0,",,W",0,",,W",67,"H,,S",83,",,W",53,",,W",330,",,W",340,",,W",19.9,",,W",27.1,",,W",,,,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",9/30/2020,4.03,",,W",0,",,W,2400",0,",,W",0,",,W",72,"H,,S",92,",,W",57,",,W",180,",,W",180,",,W",12.1,",,W",17,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/1/2020,6.93,",,W",0,",,W,2400",0,",,W",0,",,W",74,"H,,S",82,",,W",61,",,W",30,",,W",30,",,W",16.1,",,W",25.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/2/2020,5.37,",,W",0,",,W,2400",0,",,W",0,",,W",68,"H,,S",78,",,W",58,",,W",130,",,W",140,",,W",13,",,W",18.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/3/2020,9.17,",,W",0,",,W,2400",0,",,W",0,",,W",70,"H,,S",84,",,W",60,",,W",150,",,W",150,",,W",16.1,",,W",23.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/4/2020,7.16,",,W",0,",,W,2400",0,",,W",0,",,W",72,"H,,S",80,",,W",62,",,W",20,",,W",230,",,W",15,",,W",30,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/5/2020,7.83,",,W",0,",,W,2400",0,",,W",0,",,W",67,"H,,S",80,",,W",57,",,W",120,",,W",130,",,W",17,",,W",21.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/6/2020,7.83,",,W",0,",,W,2400",0,",,W",0,",,W",72,"H,,S",87,",,W",61,",,W",140,",,W",110,",,W",13,",,W",18.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/7/2020,6.04,",,W",0,",,W,2400",0,",,W",0,",,W",76,"H,,S",87,",,W",66,",,W",140,",,W",130,",,W",12.1,",,W",16.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/8/2020,6.26,",,W",0,",,W,2400",0,",,W",0,",,W",76,"H,,S",88,",,W",64,",,W",120,",,W",120,",,W",14.1,",,W",19,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/9/2020,5.82,",,W",0,",,W,2400",0,",,W",0,",,W",77,"H,,S",86,",,W",71,",,W",100,",,W",100,",,W",13,",,W",21,",,W",,,,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",10/10/2020,2.91,",,W",0,",,W,2400",0,",,W",0,",,W",76,"H,,S",90,",,W",65,",,W",200,",,W",200,",,W",8.1,",,W",12.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/11/2020,9.62,",,W",0,",,W,2400",0,",,W",0,",,W",81,"H,,S",97,",,W",71,",,W",160,",,W",170,",,W",17,",,W",27.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/12/2020,9.17,",,W",0,",,W,2400",0,",,W",0,",,W",80,"H,,S",83,",,W",61,",,W",310,",,W",360,",,W",25.1,",,W",35.1,",,W",,,,,,,,,,,1,",,W",1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",10/13/2020,3.13,",,W",0,",,W,2400",0,",,W",0,",,W",68,"H,,S",84,",,W",53,",,W",180,",,W",170,",,W",12.1,",,W",15,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/14/2020,11.41,",,W",0,",,W,2400",0,",,W",0,",,W",74,"H,,S",91,",,W",63,",,W",180,",,W",180,",,W",21.9,",,W",33.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/15/2020,10.74,",,W",0,",,W,2400",0,",,W",0,",,W",74,"H,,S",78,",,W",63,",,W",30,",,W",10,",,W",21.9,",,W",34,",,W",,,,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",10/16/2020,7.16,",,W",0,",,W,2400",0,",,W",0,",,W",65,"H,,S",72,",,W",55,",,W",30,",,W",20,",,W",16.1,",,W",27.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/17/2020,11.41,",,W",0,",,W,2400",0,",,W",0,",,W",63,"H,,S",76,",,W",53,",,W",180,",,W",180,",,W",21,",,W",33.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/18/2020,12.75,",,W",0,",,W,2400",0,",,W",0,",,W",78,"H,,S",89,",,W",60,",,W",180,",,W",170,",,W",21.9,",,W",32,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/19/2020,6.49,",,W",0,",,W,2400",0,",,W",0,",,W",64,"H,,S",67,",,W",57,",,W",320,",,W",60,",,W",13,",,W",33.1,",,W",,,,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",10/20/2020,8.05,",,W",0,",,W,2400",0,",,W",0,",,W",73,"H,,S",88,",,W",62,",,W",160,",,W",170,",,W",18.1,",,W",25.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/21/2020,9.17,",,W",0,",,W,2400",0,",,W",0,",,W",78,"H,,S",86,",,W",71,",,W",150,",,W",170,",,W",17,",,W",23.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/22/2020,10.51,",,W",0,",,W,2400",0,",,W",0,",,W",77,"H,,S",85,",,W",69,",,W",150,",,W",170,",,W",18.1,",,W",28,",,W",1,",,W",,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",10/23/2020,13.2,",,W",0.99,",,W,2400",0,",,W",0,",,W",66,"H,,S",77,",,W",50,",,W",320,",,W",320,",,W",30,",,W",42.1,",,W",1,",,W",,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/24/2020,6.26,",,W",0,",,W,2400",0,",,W",0,",,W",53,"H,,S",60,",,W",46,",,W",350,",,W",50,",,W",17,",,W",31.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/25/2020,7.83,",,W",0.03,",,W,2400",0,",,W",0,",,W",58,"H,,S",64,",,W",53,",,W",130,",,W",50,",,W",13,",,W",21.9,",,W",1,",,W",,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",10/26/2020,10.51,",,W",0.22,",,W,2400",0,",,W",0,",,W",52,"H,,S",56,",,W",39,",,W",350,",,W",320,",,W",19.9,",,W",29.1,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/27/2020,9.62,",,W",0.09,",,W,2400",0,",,W",0,",,W",40,"H,,S",42,",,W",39,",,W",330,",,W",10,",,W",17,",,W",30,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/28/2020,10.29,",,W",0.42,",,W,2400",0,",,W",0,",,W",42,"H,,S",47,",,W",40,",,W",310,",,W",310,",,W",21,",,W",27.1,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/29/2020,9.4,",,W",0,",,W,2400",0,",,W",0,",,W",47,"H,,S",62,",,W",38,",,W",290,",,W",30,",,W",21.9,",,W",36,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/30/2020,2.46,",,W",0,",,W,2400",0,",,W",0,",,W",51,"H,,S",68,",,W",38,",,W",120,",,W",80,",,W",8.1,",,W",17,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",10/31/2020,5.82,",,W",0,",,W,2400",0,",,W",0,",,W",56,"H,,S",72,",,W",45,",,W",170,",,W",160,",,W",14.1,",,W",18.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/1/2020,4.92,",,W",0,",,W,2400",0,",,W",0,",,W",60,"H,,S",74,",,W",46,",,W",10,",,W",60,",,W",16.1,",,W",23.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/2/2020,3.36,",,W",0,",,W,2400",0,",,W",0,",,W",56,"H,,S",72,",,W",40,",,W",140,",,W",140,",,W",13,",,W",17,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/3/2020,6.71,",,W",0,",,W,2400",0,",,W",0,",,W",60,"H,,S",79,",,W",44,",,W",160,",,W",160,",,W",14.1,",,W",21.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/4/2020,10.29,",,W",0,",,W,2400",0,",,W",0,",,W",65,"H,,S",75,",,W",53,",,W",160,",,W",180,",,W",19.9,",,W",28,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/5/2020,9.4,",,W",0,",,W,2400",0,",,W",0,",,W",67,"H,,S",77,",,W",59,",,W",180,",,W",170,",,W",16.1,",,W",25.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/6/2020,8.28,",,W",0,",,W,2400",0,",,W",0,",,W",68,"H,,S",76,",,W",61,",,W",150,",,W",140,",,W",15,",,W",21,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/7/2020,6.26,",,W",0,",,W,2400",0,",,W",0,",,W",65,"H,,S",77,",,W",54,",,W",130,",,W",170,",,W",14.1,",,W",19.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/8/2020,9.4,",,W",0,"T,,W,2400",0,",,W",0,",,W",66,"H,,S",75,",,W",60,",,W",120,",,W",130,",,W",17,",,W",23,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/9/2020,11.18,",,W",0,"T,,W,2400",0,",,W",0,",,W",71,"H,,S",82,",,W",65,",,W",140,",,W",150,",,W",21,",,W",30,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/10/2020,8.72,",,W",0,",,W,2400",0,",,W",0,",,W",71,"H,,S",77,",,W",55,",,W",310,",,W",170,",,W",21,",,W",35.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/11/2020,2.91,",,W",0,",,W,2400",0,",,W",0,",,W",59,"H,,S",75,",,W",46,",,W",110,",,W",120,",,W",12.1,",,W",16.1,",,W",,,,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",11/12/2020,7.61,",,W",0,",,W,2400",0,",,W",0,",,W",65,"H,,S",81,",,W",55,",,W",180,",,W",10,",,W",16.1,",,W",25.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/13/2020,4.47,",,W",0,",,W,2400",0,",,W",0,",,W",67,"H,,S",77,",,W",58,",,W",330,",,W",330,",,W",16.1,",,W",21.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/14/2020,11.41,",,W",0,"T,,W,2400",0,",,W",0,",,W",74,"H,,S",83,",,W",67,",,W",200,",,W",190,",,W",23,",,W",38.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/15/2020,8.28,",,W",0,",,W,2400",0,",,W",0,",,W",65,"H,,S",76,",,W",45,",,W",340,",,W",330,",,W",31.1,",,W",42.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/16/2020,2.91,",,W",0,",,W,2400",0,",,W",0,",,W",54,"H,,S",72,",,W",39,",,W",170,",,W",170,",,W",12.1,",,W",16.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/17/2020,3.58,",,W",0,",,W,2400",0,",,W",0,",,W",57,"H,,S",74,",,W",42,",,W",150,",,W",140,",,W",16.1,",,W",21,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/18/2020,10.96,",,W",0,",,W,2400",0,",,W",0,",,W",62,"H,,S",75,",,W",50,",,W",160,",,W",160,",,W",18.1,",,W",29.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/19/2020,12.53,",,W",0,",,W,2400",0,",,W",0,",,W",65,"H,,S",77,",,W",55,",,W",180,",,W",180,",,W",19.9,",,W",30,",,W",,,,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",11/20/2020,9.4,",,W",0,",,W,2400",0,",,W",0,",,W",68,"H,,S",75,",,W",62,",,W",170,",,W",180,",,W",17,",,W",25.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/21/2020,6.49,",,W",0,",,W,2400",0,",,W",0,",,W",69,"H,,S",78,",,W",63,",,W",160,",,W",170,",,W",13,",,W",18.1,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/22/2020,7.16,",,W",0,"T,,W,2400",0,",,W",0,",,W",61,"H,,S",67,",,W",48,",,W",350,",,W",10,",,W",17,",,W",30,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/23/2020,6.93,",,W",0,",,W,2400",0,",,W",0,",,W",53,"H,,S",60,",,W",46,",,W",150,",,W",160,",,W",15,",,W",19.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/24/2020,10.51,",,W",0.26,",,W,2400",0,",,W",0,",,W",60,"H,,S",73,",,W",53,",,W",310,",,W",310,",,W",23.9,",,W",31.1,",,W",1,",,W",,,1,",,W",,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",11/25/2020,7.38,",,W",0,",,W,2400",0,",,W",0,",,W",58,"H,,S",65,",,W",46,",,W",320,",,W",320,",,W",21,",,W",30,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/26/2020,6.49,",,W",0,",,W,2400",0,",,W",0,",,W",55,"H,,S",74,",,W",43,",,W",170,",,W",170,",,W",14.1,",,W",19.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/27/2020,7.61,",,W",0,",,W,2400",0,",,W",0,",,W",61,"H,,S",65,",,W",54,",,W",30,",,W",290,",,W",15,",,W",23,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/28/2020,7.16,",,W",0.45,",,W,2400",0,",,W",0,",,W",56,"H,,S",60,",,W",47,",,W",90,",,W",90,",,W",14.1,",,W",23,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/29/2020,11.86,",,W",0.02,",,W,2400",0,",,W",0,",,W",49,"H,,S",54,",,W",45,",,W",340,",,W",340,",,W",25.9,",,W",40,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",11/30/2020,9.62,",,W",0,",,W,2400",0,",,W",0,",,W",44,"H,,S",52,",,W",31,",,W",350,",,W",350,",,W",25.9,",,W",36.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/1/2020,11.41,",,W",0,",,W,2400",0,",,W",0,",,W",44,"H,,S",59,",,W",31,",,W",160,",,W",140,",,W",21.9,",,W",34,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/2/2020,10.96,",,W",0.04,",,W,2400",0,",,W",0,",,W",51,"H,,S",57,",,W",40,",,W",310,",,W",290,",,W",19.9,",,W",25.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/3/2020,11.63,",,W",0,",,W,2400",0,",,W",0,",,W",43,"H,,S",48,",,W",37,",,W",320,",,W",340,",,W",18.1,",,W",23,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/4/2020,4.25,",,W",0,",,W,2400",0,",,W",0,",,W",44,"H,,S",58,",,W",32,",,W",320,",,W",20,",,W",14.1,",,W",19.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/5/2020,2.01,",,W",0,"T,,W,2400",0,",,W",0,",,W",47,"H,,S",65,",,W",34,",,W",290,",,W",320,",,W",8.9,",,W",12.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/6/2020,9.62,",,W",0,"T,,W,2400",0,",,W",0,",,W",54,"H,,S",62,",,W",42,",,W",320,",,W",10,",,W",18.1,",,W",31.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/7/2020,4.92,",,W",0,",,W,2400",0,",,W",0,",,W",50,"H,,S",65,",,W",37,",,W",320,",,W",10,",,W",13,",,W",21.9,",,W",,,,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",12/8/2020,2.91,",,W",0,",,W,2400",0,",,W",0,",,W",52,"H,,S",72,",,W",38,",,W",300,",,W",330,",,W",8.9,",,W",12.1,",,W",,,,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",12/9/2020,2.91,",,W",0,",,W,2400",0,",,W",0,",,W",54,"H,,S",80,",,W",37,",,W",170,",,W",170,",,W",8.9,",,W",15,",,W",,,,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",12/10/2020,8.28,",,W",0,",,W,2400",0,",,W",0,",,W",62,"H,,S",78,",,W",43,",,W",180,",,W",200,",,W",21,",,W",31.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/11/2020,7.83,",,W",0.12,",,W,2400",0,",,W",0,",,W",65,"H,,S",68,",,W",47,",,W",170,",,W",180,",,W",17,",,W",28,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/12/2020,5.59,",,W",0,",,W,2400",0,",,W",0,",,W",49,"H,,S",55,",,W",40,",,W",330,",,W",30,",,W",15,",,W",31.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/13/2020,11.41,",,W",1.06,",,W,2400",0,"T,,W",0,",,W",44,"H,,S",46,",,W",38,",,W",340,",,W",350,",,W",25.1,",,W",38.9,",,W",1,",,W",,,1,",,W",,,1,",,W",,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/14/2020,7.16,",,W",0,",,W,2400",0,",,W",0,",,W",40,"H,,S",51,",,W",34,",,W",320,",,W",10,",,W",15,",,W",23,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/15/2020,5.82,",,W",0.06,",,W,2400",0,",,W",0,",,W",41,"H,,S",44,",,W",39,",,W",120,",,W",130,",,W",16.1,",,W",21,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/16/2020,8.28,",,W",0.01,",,W,2400",0,",,W",0,",,W",40,"H,,S",43,",,W",33,",,W",320,",,W",310,",,W",17,",,W",21.9,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/17/2020,5.14,",,W",0,",,W,2400",0,",,W",0,",,W",42,"H,,S",62,",,W",30,",,W",160,",,W",170,",,W",14.1,",,W",21,",,W",1,",,W",,,,,,,,,,,1,",,W"
USW00013960,"DALLAS FAA AIRPORT, TX US",12/18/2020,11.18,",,W",0,",,W,2400",0,",,W",0,",,W",50,"H,,S",62,",,W",39,",,W",180,",,W",180,",,W",21,",,W",32,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/19/2020,4.92,",,W",0,"T,,W,2400",0,",,W",0,",,W",57,"H,,S",60,",,W",40,",,W",330,",,W",20,",,W",16.1,",,W",28,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/20/2020,2.46,",,W",0,",,W,2400",0,",,W",0,",,W",48,"H,,S",65,",,W",35,",,W",320,",,W",10,",,W",16.1,",,W",23,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/21/2020,3.8,",,W",0,",,W,2400",0,",,W",0,",,W",51,"H,,S",72,",,W",36,",,W",210,",,W",230,",,W",10.1,",,W",16.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/22/2020,10.07,",,W",0,",,W,2400",0,",,W",0,",,W",56,"H,,S",71,",,W",44,",,W",180,",,W",170,",,W",21.9,",,W",32,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/23/2020,17.22,",,W",0,",,W,2400",0,",,W",0,",,W",62,"H,,S",72,",,W",37,",,W",350,",,W",320,",,W",32,",,W",48.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/24/2020,10.96,",,W",0,",,W,2400",0,",,W",0,",,W",42,"H,,S",55,",,W",29,",,W",340,",,W",340,",,W",25.9,",,W",36.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/25/2020,3.58,",,W",0,",,W,2400",0,",,W",0,",,W",44,"H,,S",60,",,W",31,",,W",160,",,W",150,",,W",10.1,",,W",15,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/26/2020,8.5,",,W",0,",,W,2400",0,",,W",0,",,W",52,"H,,S",70,",,W",37,",,W",180,",,W",180,",,W",19.9,",,W",30,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/27/2020,9.84,",,W",0,",,W,2400",0,",,W",0,",,W",60,"H,,S",75,",,W",48,",,W",220,",,W",200,",,W",19.9,",,W",34,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/28/2020,8.05,",,W",0.02,",,W,2400",0,",,W",0,",,W",54,"H,,S",63,",,W",46,",,W",80,",,W",50,",,W",14.1,",,W",30,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/29/2020,14.09,",,W",0.02,",,W,2400",0,",,W",0,",,W",59,"H,,S",71,",,W",54,",,W",150,",,W",170,",,W",21.9,",,W",36,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/30/2020,10.74,",,W",0.4,",,W,2400",0,",,W",0,",,W",55,"H,,S",62,",,W",39,",,W",10,",,W",40,",,W",23,",,W",42.1,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",12/31/2020,10.29,",,W",2.03,",,W,2400",0,",,W",0,",,W",40,"H,,S",42,",,W",39,",,W",10,",,W",70,",,W",21,",,W",30,",,W",1,",,W",,,1,",,W",,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/1/2021,11.63,",,W",0.02,",,W,2400",0,",,W",0,",,W",39,"H,,S",41,",,W",37,",,W",300,",,W",300,",,W",21.9,",,W",30,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/2/2021,6.71,",,W",0,",,W,2400",0,",,W",0,",,W",44,"H,,S",56,",,W",36,",,W",330,",,W",330,",,W",16.1,",,W",21,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/3/2021,6.04,",,W",0,",,W,2400",0,",,W",0,",,W",50,"H,,S",67,",,W",37,",,W",260,",,W",240,",,W",16.1,",,W",23,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/4/2021,2.46,",,W",0,",,W,2400",0,",,W",0,",,W",51,"H,,S",69,",,W",39,",,W",330,",,W",230,",,W",12.1,",,W",27.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/5/2021,7.16,",,W",0,",,W,2400",0,",,W",0,",,W",51,"H,,S",67,",,W",36,",,W",140,",,W",140,",,W",16.1,",,W",27.1,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/6/2021,14.99,",,W",0,"T,,W,2400",0,",,W",0,",,W",57,"H,,S",62,",,W",46,",,W",310,",,W",320,",,W",28,",,W",38,",,W",1,",,W",,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/7/2021,14.76,",,W",0,",,W,2400",0,",,W",0,",,W",47,"H,,S",49,",,W",44,",,W",330,",,W",330,",,W",25.9,",,W",36.9,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/8/2021,7.16,",,W",0,",,W,2400",0,",,W",0,",,W",46,"H,,S",51,",,W",37,",,W",330,",,W",50,",,W",14.1,",,W",34,",,W",,,,,,,,,,,,,,
USW00013960,"DALLAS FAA AIRPORT, TX US",1/9/2021,3.58,",,W",0,",,W,2400",0,",,W",0,",,W",40,"H,,S",50,",,W",30,",,W",40,",,W",60,",,W",8.9,",,W",17,",,W",,,,,,,,,,,,,,
